id,x,y,category,size,name,technology_code,text
C01B,0.0108239733136653,-0.566259231196466,Physical Sciences and Engineering,22.4339965049014,Non-Metallic Elements Compounds Thereof,C01B,Technology: C01B <br>Description: Non-Metallic Elements Compounds Thereof <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 15.9057338217338 <br>Quality Patents: TRUE
C02F,-0.581172556833349,-0.105526942284387,Physical Sciences and Engineering,23.8762392354991,Water Treatment Technology,C02F,Technology: C02F <br>Description: Water Treatment Technology <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.4 <br>Quality Patents: TRUE
C03C,-0.0929142604506212,-0.538210555677857,Physical Sciences and Engineering,18.7238539206892,Glass Surface Treatment,C03C,Technology: C03C <br>Description: Glass Surface Treatment <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.333333333333333 <br>Quality Patents: TRUE
C04B,0.0628373694892099,0.349031490311993,Physical Sciences and Engineering,22.5330819268641,Lime Magnesia Cements.,C04B,Technology: C04B <br>Description: Lime Magnesia Cements. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.73968253968254 <br>Quality Patents: FALSE
C07C,0.165048814669777,0.744807177431351,Physical Sciences and Engineering,30.2178537364907,Acyclic Or Carbocyclic Compounds,C07C,Technology: C07C <br>Description: Acyclic Or Carbocyclic Compounds <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.666666666666667 <br>Quality Patents: FALSE
C07D,0.255112489975391,-0.21317034726656,Physical Sciences and Engineering,33.9605100005689,Heterocyclic Compounds,C07D,Technology: C07D <br>Description: Heterocyclic Compounds <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C07F,0.124815786023905,0.747791759069744,Physical Sciences and Engineering,19.3849637725106,Non-CHOST Compounds,C07F,Technology: C07F <br>Description: Non-CHOST Compounds <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C08G,-0.135920431013478,-0.517258454060616,Physical Sciences and Engineering,25.6422947385259,Macromolecular Compounds (Non-C-C Unsaturated),C08G,Technology: C08G <br>Description: Macromolecular Compounds (Non-C-C Unsaturated) <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.75 <br>Quality Patents: FALSE
C08J,-0.289089717839703,-0.702088923414833,Physical Sciences and Engineering,23.2562988550006,Compounding After-Treatment Processes,C08J,Technology: C08J <br>Description: Compounding After-Treatment Processes <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C08K,-0.338140426279998,-0.689181568602046,Physical Sciences and Engineering,23.7376640935301,Inorganic Compounding Ingredients,C08K,Technology: C08K <br>Description: Inorganic Compounding Ingredients <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.5 <br>Quality Patents: FALSE
C08L,-0.379765206356148,-0.662794340523077,Physical Sciences and Engineering,28.4790602468766,Macromolecular Compositions,C08L,Technology: C08L <br>Description: Macromolecular Compositions <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C09D,-0.348680100721092,-0.636631028778461,Physical Sciences and Engineering,23.9044935314725,Coatings and Inks,C09D,Technology: C09D <br>Description: Coatings and Inks <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C09K,0.0397241560852478,0.376455653286507,Physical Sciences and Engineering,24.6861058010553,Novel Material Applications.,C09K,Technology: C09K <br>Description: Novel Material Applications. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.688571428571429 <br>Quality Patents: FALSE
C22B,0.236437508762596,-0.73342986372673,Physical Sciences and Engineering,15.8538161250835,Metal Pretreatment.,C22B,Technology: C22B <br>Description: Metal Pretreatment. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 3.73708791208791 <br>Quality Patents: TRUE
C22C,0.133840902495839,0.333715775735638,Physical Sciences and Engineering,20.6746477160454,Alloys,C22C,Technology: C22C <br>Description: Alloys <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.0714285714285714 <br>Quality Patents: TRUE
C23C,0.0353305538935354,0.629203714255655,Physical Sciences and Engineering,26.6840034879219,Metallic Surface Coating.,C23C,Technology: C23C <br>Description: Metallic Surface Coating. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.916666666666667 <br>Quality Patents: FALSE
C25B,-0.219015373777361,-0.242152575315128,Physical Sciences and Engineering,14.9130869950319,Electrolytic/Electrophoretic Processing.,C25B,Technology: C25B <br>Description: Electrolytic/Electrophoretic Processing. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F01N,-0.108864693941604,0.520222924588609,Machinery and Transportation,20.8355812530664,Gas Engine Exhaust Silencers.,F01N,Technology: F01N <br>Description: Gas Engine Exhaust Silencers. <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F02B,-0.114828288148087,-0.091223542531329,Machinery and Transportation,21.1238928488864,Piston Engine Technology,F02B,Technology: F02B <br>Description: Piston Engine Technology <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F02D,-0.0614266137244011,-0.105421594143087,Machinery and Transportation,23.5899174503192,Controlling Combustion Engines,F02D,Technology: F02D <br>Description: Controlling Combustion Engines <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F02M,-0.114902483448949,-0.174118174741613,Machinery and Transportation,24.5036844325116,Combustion Engine Fueling,F02M,Technology: F02M <br>Description: Combustion Engine Fueling <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F15B,-0.138709171788724,0.070794435295108,Machinery and Transportation,17.8003210180205,Fluid-Pressure Actuation.,F15B,Technology: F15B <br>Description: Fluid-Pressure Actuation. <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16D,-0.289926329632778,0.54770563478963,Machinery and Transportation,24.8752751116871,Rotational Clutches & Brakes.,F16D,Technology: F16D <br>Description: Rotational Clutches & Brakes. <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F16K,-0.171981240161248,-0.0037508105193051,Machinery and Transportation,24.5747314079063,Valve Aeration Devices,F16K,Technology: F16K <br>Description: Valve Aeration Devices <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F28D,0.01594244366082,-0.0744046591347907,Physical Sciences and Engineering,17.9512054188668,Heat Exchange Apparatus.,F28D,Technology: F28D <br>Description: Heat Exchange Apparatus. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.738095238095238 <br>Quality Patents: FALSE
F28F,0.0287071642578875,-0.178236551133855,Physical Sciences and Engineering,18.1357335238562,Heat Transfer Apparatus.,F28F,Technology: F28F <br>Description: Heat Transfer Apparatus. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
G01N,0.281877211146575,-0.0306550926089921,Electronics and Telecommunication,44.8993284912534,Chemical Analysis Technology.,G01N,Technology: G01N <br>Description: Chemical Analysis Technology. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 1.65 <br>Quality Patents: TRUE
G02B,0.0189163598339416,-0.311673775797227,Physical Sciences and Engineering,40.9190702561787,"Optical Elements, Systems, Or Apparatus",G02B,"Technology: G02B <br>Description: Optical Elements, Systems, Or Apparatus <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE"
H01B,0.405906309636945,0.500128695144261,Electronics and Telecommunication,21.012781364079,Cable & Insulation Materials.,H01B,Technology: H01B <br>Description: Cable & Insulation Materials. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H01L,-0.566765058302843,-0.383164994544393,Electronics and Telecommunication,67.4826299710626,Solid State Electronics.,H01L,Technology: H01L <br>Description: Solid State Electronics. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H01R,-0.343235298445722,0.360804720230661,Electronics and Telecommunication,34.7022518837338,Electrical Connector Coupling.,H01R,Technology: H01R <br>Description: Electrical Connector Coupling. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H02J,-0.455601991481323,-0.361064513345228,Electronics and Telecommunication,26.7707226084889,Power Storage Systems.,H02J,Technology: H02J <br>Description: Power Storage Systems. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H05B,-0.149772950617743,-0.139031093522304,Electronics and Telecommunication,28.6847984577888,Electric Heating & Lighting.,H05B,Technology: H05B <br>Description: Electric Heating & Lighting. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H05K,-0.0571825692513102,-0.186100403072674,Electronics and Telecommunication,34.1267591967262,Electric Apparatus Assemblage Manufacturing.,H05K,Technology: H05K <br>Description: Electric Apparatus Assemblage Manufacturing. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B23K,-0.0382411681237255,0.70860711669541,Consumer Products and Fabrication,24.6779889457787,Heat-Applied Local Cutting.,B23K,Technology: B23K <br>Description: Heat-Applied Local Cutting. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B28B,0.703015280973731,-0.280632128584787,Consumer Products and Fabrication,15.3506263650791,Ceramic Shaping Technology,B28B,Technology: B28B <br>Description: Ceramic Shaping Technology <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.142857142857143 <br>Quality Patents: FALSE
B29B,0.681925470832314,-0.364204115861687,Consumer Products and Fabrication,14.8454954502965,Recovery of Plastics from Waste.,B29B,Technology: B29B <br>Description: Recovery of Plastics from Waste. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C01C,0.509083135281887,-0.30407412413231,Physical Sciences and Engineering,10.3448968268441,Ammonia Cyanogen Compounds Thereof,C01C,Technology: C01C <br>Description: Ammonia Cyanogen Compounds Thereof <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 1.43333333333333 <br>Quality Patents: TRUE
C08F,-0.183085138246373,-0.541596502250902,Physical Sciences and Engineering,25.3447099749451,Carbon-Unsaturated Compounds,C08F,Technology: C08F <br>Description: Carbon-Unsaturated Compounds <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.533333333333333 <br>Quality Patents: TRUE
C09J,0.169157470641698,0.219964686903938,Physical Sciences and Engineering,19.4323492309725,Adhesive Processes.,C09J,Technology: C09J <br>Description: Adhesive Processes. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D01D,0.231003465987548,0.243654493050422,Consumer Products and Fabrication,12.8017303839942,Man-Made Fibre Production.,D01D,Technology: D01D <br>Description: Man-Made Fibre Production. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D01F,-0.233660184765867,0.192059480954843,Consumer Products and Fabrication,14.4840340102879,Carbon Filament Manufacturing.,D01F,Technology: D01F <br>Description: Carbon Filament Manufacturing. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D04H,0.215106880775118,0.271523650218244,Consumer Products and Fabrication,15.0849508181236,Textile Fabric Making.,D04H,Technology: D04H <br>Description: Textile Fabric Making. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
D06M,-0.191132213466368,0.439460024311644,Consumer Products and Fabrication,14.6317792909924,Fibrous Goods Treatment,D06M,Technology: D06M <br>Description: Fibrous Goods Treatment <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F17C,0.141339344593506,-0.237192432580113,Machinery and Transportation,14.8576928898152,Gas Storage Vessels,F17C,Technology: F17C <br>Description: Gas Storage Vessels <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F24H,0.185955692626127,-0.426377892615328,Physical Sciences and Engineering,15.716624988984,Fluid Heater Systems.,F24H,Technology: F24H <br>Description: Fluid Heater Systems. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H01F,-0.154123073412032,-0.413932206235282,Electronics and Telecommunication,23.0013556689081,Magnetic Materials Selection.,H01F,Technology: H01F <br>Description: Magnetic Materials Selection. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H01M,0.129460095976067,-0.172784648080509,Electronics and Telecommunication,36.1717704637699,Chemical-to-Electric Conversion.,H01M,Technology: H01M <br>Description: Chemical-to-Electric Conversion. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 1.75 <br>Quality Patents: FALSE
B29K,-0.578099346320067,0.584804842768887,Consumer Products and Fabrication,14.8454954502965,Moulding & Reinforcement Materials.,B29K,Technology: B29K <br>Description: Moulding & Reinforcement Materials. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B60H,0.0103182122352539,0.657921641684783,Machinery and Transportation,17.996578045212,Vehicle Air Conditioning Systems.,B60H,Technology: B60H <br>Description: Vehicle Air Conditioning Systems. <br>Group: Machinery and Transportation <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C23F,0.484816825367083,0.397629425486189,Physical Sciences and Engineering,14.7115052998299,Non-Metallic Corrosion Prevention.,C23F,Technology: C23F <br>Description: Non-Metallic Corrosion Prevention. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C23G,0.468979951720464,0.371291147122671,Physical Sciences and Engineering,11.3123875574034,Chemical De-Greasing.,C23G,Technology: C23G <br>Description: Chemical De-Greasing. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C01G,0.623453130766341,-0.284349543576508,Electronics and Telecommunication,15.7594471722976,Metal-Containing Compounds,C01G,Technology: C01G <br>Description: Metal-Containing Compounds <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 1.24404761904762 <br>Quality Patents: TRUE
F25B,0.0230737310097786,-0.217034674227601,Physical Sciences and Engineering,20.7076685301492,Heat Pump Refrigeration Systems,F25B,Technology: F25B <br>Description: Heat Pump Refrigeration Systems <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B22D,0.0521090692163264,0.65762366386058,Consumer Products and Fabrication,18.0189248089764,Metal Casting Process.,B22D,Technology: B22D <br>Description: Metal Casting Process. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B29L,-0.556886340542211,0.605297640976187,Consumer Products and Fabrication,15.6838470769262,Article Indexing Scheme.,B29L,Technology: B29L <br>Description: Article Indexing Scheme. <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B33Y,0.176031604304228,0.576627120585046,Consumer Products and Fabrication,14.293558534428,3D Additive Manufacturing,B33Y,Technology: B33Y <br>Description: 3D Additive Manufacturing <br>Group: Consumer Products and Fabrication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
B82Y,-0.277792514242083,-0.78041864184882,Physical Sciences and Engineering,16.1617670712228,Nano-Structure Technology,B82Y,Technology: B82Y <br>Description: Nano-Structure Technology <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.166666666666667 <br>Quality Patents: FALSE
C01F,0.606853472436988,-0.34468777075856,Physical Sciences and Engineering,12.8900608520939,Rare Earth Metal Compounds.,C01F,Technology: C01F <br>Description: Rare Earth Metal Compounds. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 3.675 <br>Quality Patents: TRUE
C03B,0.336663001472888,0.220614491077399,Physical Sciences and Engineering,17.6554430074427,Glass Wool Shaping Processes,C03B,Technology: C03B <br>Description: Glass Wool Shaping Processes <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0.333333333333333 <br>Quality Patents: TRUE
C22F,0.321038603930635,0.447946587079092,Physical Sciences and Engineering,12.875441024318,Non-Ferrous Metal Transformation,C22F,Technology: C22F <br>Description: Non-Ferrous Metal Transformation <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
H01G,-0.425543843177023,0.174807061912649,Electronics and Telecommunication,19.0849945184501,Electrolytic Sensors.,H01G,Technology: H01G <br>Description: Electrolytic Sensors. <br>Group: Electronics and Telecommunication <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C25D,-0.0195025678153394,0.619935863739937,Physical Sciences and Engineering,16.7654942205626,Electrolytic Coating & Joining.,C25D,Technology: C25D <br>Description: Electrolytic Coating & Joining. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C25C,-0.397922549158531,-0.785661367345475,Physical Sciences and Engineering,12.399229321835,Electrolytic Metal Refining.,C25C,Technology: C25C <br>Description: Electrolytic Metal Refining. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
C25F,-0.325361610033738,-0.727144757117046,Physical Sciences and Engineering,10.7329520809547,Electrolytic Material Removal.,C25F,Technology: C25F <br>Description: Electrolytic Material Removal. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
F25J,0.340185515449666,-0.0644952732270762,Physical Sciences and Engineering,13.0239489483838,Cold Gas Separation.,F25J,Technology: F25J <br>Description: Cold Gas Separation. <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: TRUE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01C,-0.242149756395402,0.0908479474439643,Biotechnology and Healthcare,15.0330628065774,Planting Sowing Fertilising,A01C,Technology: A01C <br>Description: Planting Sowing Fertilising <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.2 <br>Quality Patents: FALSE
A01B,-0.353840314239359,0.10984832473961,Biotechnology and Healthcare,15.9272166153053,Agricultural Implements.,A01B,Technology: A01B <br>Description: Agricultural Implements. <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01D,-0.304542392084843,-0.00703259078202003,Biotechnology and Healthcare,17.8706490624556,Harvesting Mowing,A01D,Technology: A01D <br>Description: Harvesting Mowing <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01F,0.490291429521472,-0.0936285066535236,Biotechnology and Healthcare,13.4884402182373,"""Straw/Hay Baling & Cutting"".",A01F,"Technology: A01F <br>Description: ""Straw/Hay Baling & Cutting"". <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE"
A01G,-0.459527633166239,0.11485746657597,Biotechnology and Healthcare,19.4566721092008,Vegetable/Fruit/Hops/Seaweed Cultivation.,A01G,Technology: A01G <br>Description: Vegetable/Fruit/Hops/Seaweed Cultivation. <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01H,0.49092893801007,0.0592561430275126,Physical Sciences and Engineering,21.9426321548749,Tissue Culture Plant Reproduction,A01H,Technology: A01H <br>Description: Tissue Culture Plant Reproduction <br>Group: Physical Sciences and Engineering <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01J,0.911251885640473,-0.407284562233901,Biotechnology and Healthcare,12.1818584388065,Manufacture Of Dairy Products,A01J,Technology: A01J <br>Description: Manufacture Of Dairy Products <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01K,0.582764869606817,0.040020221225758,Biotechnology and Healthcare,22.2485860423765,Animal Husbandry & Breeding,A01K,Technology: A01K <br>Description: Animal Husbandry & Breeding <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01L,0.120523878683554,0.471782533524243,Biotechnology and Healthcare,9.40360089659606,Shoeing Of Animals,A01L,Technology: A01L <br>Description: Shoeing Of Animals <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01M,-0.475221873359907,0.128705145836394,Biotechnology and Healthcare,14.7471708552225,Animal Control Apparatus.,A01M,Technology: A01M <br>Description: Animal Control Apparatus. <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A01N,0.586206939599008,0.120702294251745,Biotechnology and Healthcare,23.7993990251857,Biocidal Plant Protection,A01N,Technology: A01N <br>Description: Biocidal Plant Protection <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.388888888888889 <br>Quality Patents: FALSE
A01P,0.578090487716588,-0.175359854060106,Biotechnology and Healthcare,15.9159150216318,Biocidal Pest Control.,A01P,Technology: A01P <br>Description: Biocidal Pest Control. <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A22B,0.529931822132178,-0.367181404272051,Biotechnology and Healthcare,10.4621640217347,Slaughtering,A22B,Technology: A22B <br>Description: Slaughtering <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A22C,0.619276221730007,-0.364116070389225,Biotechnology and Healthcare,13.395832177525,"Processing Meat, Poultry, Or Fish",A22C,"Technology: A22C <br>Description: Processing Meat, Poultry, Or Fish <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE"
A23G,0.530403690244969,-0.27334267871836,Biotechnology and Healthcare,15.2947720876196,Cocoa Confectionery.,A23G,Technology: A23G <br>Description: Cocoa Confectionery. <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0 <br>Quality Patents: FALSE
A23K,0.477452746238738,-0.348096341434507,Biotechnology and Healthcare,14.7099505883276,Animal Feed Production Technology,A23K,Technology: A23K <br>Description: Animal Feed Production Technology <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.5 <br>Quality Patents: TRUE
A23L,0.498730313711871,-0.340743824237591,Biotechnology and Healthcare,23.5861022711638,Preserving Foods.,A23L,Technology: A23L <br>Description: Preserving Foods. <br>Group: Biotechnology and Healthcare <br>Supply Chain Tech: FALSE <br>OCP Patents: 0.976923076923077 <br>Quality Patents: TRUE
